Problem	GDE3	NSGAII	SMPSO
ZDT1	7.33863623936971	7.5301947593688965	6.2526804606119795
ZDT2	7.317864735921224	7.509125391642253	6.288415749867757
ZDT3	7.275734106699626	7.562330563863118	3.8136303424835205
