Problem	GDE3	NSGAII	SMPSO
ZDT1	0.011250668802347734	0.011966255687951434	0.005574987080154334
ZDT2	0.012905966734269	0.011287326727539232	0.005241249823303567
ZDT3	0.008902605432537933	0.008747738187224968	0.006430020055844868
