Problem	GDE3	NSGAII	SMPSO
ZDT1	0.04121744632720947	0.060446739196777344	0.5502970218658447
ZDT2	0.14401733875274658	0.08742213249206543	0.35677850246429443
ZDT3	0.0812448263168335	0.1448376178741455	0.10258686542510986
