Problem	GDE3	NSGAII	SMPSO
ZDT1	0.0005923941543295	0.0012830299063058	0.0005524782995688
ZDT2	0.0005108013764913	0.0010868146410864	0.000422866770051
ZDT3	0.0011649713753765	0.0012717204130744	0.0012393050788841
