Problem	GDE3	NSGAII	SMPSO
ZDT1	0.00018184357682117795	0.00011208490539172518	8.546608374261125e-05
ZDT2	0.00019925557132137193	0.00044820505209250275	8.298482816350489e-05
ZDT3	8.195758996598029e-05	0.0001145885809421219	0.0008017742683311224
