Problem	GDE3	NSGAII	SMPSO
ZDT1	8.518442831444996e-05	0.00016882049699854982	2.112186046449992e-05
ZDT2	2.4120590696449958e-05	0.00021391115299489996	2.9426817957800002e-05
ZDT3	0.00010634787385484993	0.00010788956059604995	0.00017309347837405004
