Problem	GDE3	NSGAII	SMPSO
ZDT1	0.04733755183181397	0.06777683248592545	0.5788047934688783
ZDT2	0.15697303066090823	0.09825906628344913	0.3645130917643326
ZDT3	0.0833310626581145	0.16589986729407208	0.103933423612307
