Problem	GDE3	NSGAII	SMPSO
ZDT1	0.00017724953659115084	0.0001110218470945501	7.889430466456737e-05
ZDT2	0.0001947194694632004	0.00041801362918852947	7.338284664537564e-05
ZDT3	8.182764574149459e-05	0.00010900103656741322	0.0007584899787627108
