Problem	GDE3	NSGAII	SMPSO
ZDT1	0.0117887642408289	0.0120453241046096	0.0055577205620088
ZDT2	0.0121201841223447	0.0104673155079716	0.005272626498378
ZDT3	0.0085099832839184	0.0089497688082035	0.006472893749174
