Problem	GDE3	NSGAII	SMPSO
ZDT1	0.0016765176868287508	0.0008210354439261505	0.0003288246502515992
ZDT2	0.0024459229443903503	0.0014777315071155487	7.938241241994999e-05
ZDT3	0.0025353141176908	0.0009943686942520992	0.00039521940304089974
