Problem	GDE3	NSGAII	SMPSO
ZDT1	8.518871634445894e-05	0.0001688306811264893	2.4187129366532373e-05
ZDT2	2.423021881541907e-05	0.00021930287498738303	3.077549274130774e-05
ZDT3	0.0001189452331010753	0.0001080601105473491	0.0001743472656039428
